map_name	utterance	trajectory	path_names	path_idxs
berkeley	Start me at memorial glade plaque then head to North gate and then end at Memorial Pool	Memorial Glade Plaque|North Gate|Memorial Pool	0|6|7	path_261.png
berkeley	Go from Memorial Glade Plaque to North Gate and then to Memorial Pool.	Memorial Glade Plaque|North Gate|Memorial Pool	0|6|7	path_261.png
berkeley	From memorial glade plaque, go to North Gate then to memorial pool.	Memorial Glade Plaque|North Gate|Memorial Pool	0|6|7	path_261.png
berkeley	Starting at Within, travel to Northwest Animal Facility, going through Genetics Underground Garage and Enterprise.	Within|Genetics Underground Garage|Enterprise|Northwest Animal Facility	9|1|4|5	path_0.png
berkeley	from within go south east to genetics underground garage and then turn south west and go to enterprise then turn and go north east to get to northwest facility.	Within|Genetics Underground Garage|Enterprise|Northwest Animal Facility	9|1|4|5	path_0.png
berkeley	Please leave Within and go to genetics underground garage. then go to Enterprise, and from there go to northwest animal facility.	Within|Genetics Underground Garage|Enterprise|Northwest Animal Facility	9|1|4|5	path_0.png
berkeley	Head northeast from Brazil Cafe to Enterprise, then northwest to West Circle, then northeast to Memorial Pool, then straight east to North Gate.	Brazil Cafe|Enterprise|West Circle|Memorial Pool|North Gate	10|4|14|7|6	path_525.png
berkeley	Begin at the Brazil Cafe, turn right and proceed east to Enterprise. At Enterprise, proceed northwest to West Circle then northeast to Memorial Pool. At Memorial Pool, continue east to North Gate. Stop at North Gate.	Brazil Cafe|Enterprise|West Circle|Memorial Pool|North Gate	10|4|14|7|6	path_525.png
berkeley	Begin at Brazil Cafe and go to Enterprise and West Circle before heading to Memorial Pool and ending at North Gate	Brazil Cafe|Enterprise|West Circle|Memorial Pool|North Gate	10|4|14|7|6	path_525.png
berkeley	Starting from Memorial Glade Plaque, travel to West Circle going through Moffit Library, Memorial Pool, and Football Players.	Memorial Glade Plaque|Moffitt Library|Memorial Pool|The Football Players|West Circle	0|2|7|13|14	path_263.png
berkeley	Please leave memorial glade plaque and go to moffitt library. From there go to the football players, then to go west circle.	Memorial Glade Plaque|Moffitt Library|Memorial Pool|The Football Players|West Circle	0|2|7|13|14	path_263.png
berkeley	From Memorial Glade Plaque go to Moffitt Library, to Memorial Pool, to The Football Players, and then to West Circle.	Memorial Glade Plaque|Moffitt Library|Memorial Pool|The Football Players|West Circle	0|2|7|13|14	path_263.png
berkeley	Start from Genetics Underground Garage then make a right turn at West circle continuing forward to Memorial Point then slight right and continue toward Yall's Circle	Genetics Underground Garage|West Circle|Memorial Pool|Yali's Cafe	1|14|7|8	path_264.png
berkeley	Start at Genetics Underground Garage and go to West Circle. From West Circle, go to Memorial Pool, then go to Yali's Cafe.	Genetics Underground Garage|West Circle|Memorial Pool|Yali's Cafe	1|14|7|8	path_264.png
berkeley	Starting at Genetics Underground Garage, travel to Yall's Cafe, going through West Circle, and Memorial Pool.	Genetics Underground Garage|West Circle|Memorial Pool|Yali's Cafe	1|14|7|8	path_264.png
berkeley	Begin at U.C. Berkeley and then go to Within from there. Once arrived, finish the trip at West Circle.	UC Berkeley|Within|West Circle	11|9|14	path_1.png
berkeley	from UC berkley go north east to within and then turn and go north west to west circle.	UC Berkeley|Within|West Circle	11|9|14	path_1.png
berkeley	Please leave UC Burkeley and go to Within, from there go to west circle.	UC Berkeley|Within|West Circle	11|9|14	path_1.png
berkeley	Leave from the Memorial Pool and go to the West Circle and then go to Football Players.	Memorial Glade Plaque|Memorial Pool|West Circle|The Football Players	0|7|14|13	path_526.png
